(57000)
#tinyaskliam; (338)
Facebook; (841)
#iftwitterdoesntexist; (346)
uRT; (717)
Sri Lanka; (1072)
Val di Susa; (341)
Cape Town; (489)
NYSC; (575)
Rwanda; (300)
Tänkte; (554)
Självklart; (800)
Varför; (547)
29/2/2012; (3200)
#designindaba; (375)
#Its2012WhyYouStill; (1906)
Justin is 17; (2368)
Raspberry Pi; (856)
#TheThingsIHateMost; (661)
iPad 3; (806)
#10CosasQueLasChicasAman; (1091)
Feliz 29; (979)
Happy Leap Day; (716)
Leap Day; (338)
Siii; (453)
#IUsedToWonder; (414)
#18MillionBeliebersForJustinsBirthday; (495)
Run Josh Bradley Run; (321)
BBM; (375)
La Materialista; (383)
Santo Domingo; (663)
Gareth Cliff; (300)
PRD; (738)
England; (631)
Mass Effect 3; (485)
#classicblackmovie; (574)
Ron Wilson; (306)
Windows 8; (1178)
James Murdoch; (709)
Super Tuesday; (500)
Davy Jones; (1352)
The Monkees; (781)
Jimmy Bauer; (303)
Maribel Velarde; (815)
#BadFirstDateQuestions; (538)
ANC; (324)
Ashley Young; (612)
1/3/2012; (5452)
Justin is 18; (655)
Happy Birthday Kidrauhl; (1660)
Parabéns Rio de Janeiro; (306)
Bienvenido Marzo; (636)
The Devil Inside; (606)
Marzo con M; (849)
Justin is OFFICIALLY 18; (931)
He's 18; (2104)
#itsTimeForYouToRealize; (1925)
Dear March; (1327)
National Bieber Day; (594)
Beliebers Bday Sex; (760)
#worldbookday; (421)
South Africa; (304)
Andrew Breitbart; (528)
Hatuey De Camps; (301)
Happy Birthday Jensen Ackles; (333)
Rush Limbaugh; (734)
Despicable Me 2; (773)
Our Kidrauhl Is 18; (305)
#ASOT550; (382)
2/3/2012; (5388)
Fly Away; (391)
#ThingsThatILoveInLife; (936)
Paan Singh Tomar; (632)
The Lorax; (370)
#YoTuveUnProfeQue; (871)
#ILeftYouBecause; (307)
#NoConfioEn; (475)
Dr. Sheldon Cooper; (2019)
#SinceImBeingHonest; (1628)
#SoyDeLaGeneracion; (382)
#1ThingAboutMySelf; (1556)
#1ThingAboutMyself; (308)
Jon Bon Jovi; (316)
Happy Birthday Jon Bon Jovi; (694)
Feliz Viernes; (375)
Rebels; (305)
Happy Birthday Dr. Seuss; (638)
Today is Friday; (772)
Peyton Manning; (577)
Jonas Dominate The World; (338)
Andy Murray; (342)
PLD; (439)
One Direction - Spin the Harry; (309)
H&M; (310)
iOS 6; (577)
#20CosasQueAmo; (441)
#IHateThatFeeling; (780)
3/3/2012; (5540)
Harry Potter; (301)
#DontYouHateWhen; (766)
#FirstTimeISmoked; (380)
Kirk Cameron; (586)
#AtJustinsParty; (524)
Anfield; (425)
#100WaysToDieInIndia; (313)
Justin and Selena; (528)
Liverpool vs Arsenal; (356)
Lima; (407)
#18MillionsBeliebers; (344)
Happy Platypus Day; (747)
#PalabrasQueOdio; (700)
Chelsea; (513)
#DirectionersNeedsZaynSmile; (309)
#WhyShouldI; (836)
Rahul Gandhi; (310)
West Brom; (576)
AVB; (844)
Bustin Drew Jieber; (364)
#Mis10PeliculasFavoritaSon; (549)
#RTÜKİNATBUAKŞAMOKANBAYÜLGENİZLİYORUZ; (658)
4/3/2012; (5620)
Antauro Humala; (341)
Beliebers Can't Wait For Boyfriend; (356)
#WaysToGetOffThePhone; (468)
Benezuela; (334)
Ralph McQuarrie; (671)
#WhatIMissMost; (2394)
#YoQueCulpaAsiEsLavidaDelPobre; (324)
#ElQueEsFeo; (324)
Omegle; (1001)
#MyHeartDropsWhen; (823)
Lazy Sunday; (389)
#10ThingsIShouldHaveSaid; (523)
Nigerians; (538)
Emma Perfect Watson; (409)
Andre Villas-Boas; (395)
Di Matteo; (724)
Justin is Bieberizing; (482)
#10beautifulpeopleifollow; (2412)
Vladimir Putin; (793)
Espanyol; (440)
5/3/2012; (3860)
#SometimesYouHaveTo; (1847)
No One Does It Better; (618)
#middlefingerup; (1012)
#SongsThatWillAlwaysBump; (515)
Is A Good Friend; (348)
Halo 4; (472)
Everyone Smokes; (349)
Gabriel García Márquez; (737)
6/3/2012; (3120)
#ThingsThatPissGirlsOff; (1175)
iPad HD; (1537)
Terra Nova; (1685)
Keep Calm and Carry On; (321)
#ilovemyfriendsbecause; (345)
#FamousLies; (2568)
South Africans; (474)
AC Milan; (376)
JYJ; (433)
#BabaSozleri; (302)
Keep Calm And Be Fearless; (844)
Happy Super Tuesday; (317)
Kony 2012; (426)
Google Play; (2602)
#JB2012; (352)
Android Market; (441)
#Top20FavouriteBandsOfAllTime; (371)
Joseph Kony; (355)
#KONY2012; (549)
7/3/2012; (5680)
Uganda; (2301)
#stopkony; (4943)
Invisible Children; (2610)
LRA; (926)
Kony; (1849)
Happy Holi; (486)
Action Kit; (439)
#EL_CHOCÓ_NECESITA_PAZ; (351)
Julie Anne Magalona; (352)
#IfIHadThePower; (1283)
#TipicasMentiras; (364)
Beach House; (500)
#cosatumarch; (335)
#iLoveWhenYou; (2104)
#facebookdown; (959)
Anonymous Başbakanlığa; (335)
#reatifuturi; (323)
Haydee Aranda; (330)
El Tunche; (330)
JuliElmo JustOneSummer; (334)
Ermenistan Eurovision; (330)
#violenciaestructural; (310)
New iPad; (594)
Tim Cook; (531)
Apple TV; (410)
iOS 5.1; (2737)
iPhoto; (724)
The New iPad; (370)
Happy International Women's Day; (2234)
8/3/2012; (2580)
My Crazy Obsession; (843)
#MyFavoriteText; (389)
Rahul Dravid; (330)
#mycrazyobsession; (784)
9/3/2012; (1640)
Happy Birthday Shannon Leto; (558)
10/3/2012; (2760)
#ghettotranslations; (579)
Verify Beliebers; (1058)
GazettE DECADE; (838)
#ThingsNotTodoAfterAbreakup; (767)
#SiLaVidaFueraJusta; (480)
Boyfriend Will Be Perfect; (693)
Jean Giraud; (428)
Moebius; (541)
11/3/2012; (880)
#iReallyHateWhen; (483)
Beliebers and Directioners; (687)
Sydney Dalton; (457)
Nigéria;Rwanda; (300)
République Dominicaine;Hatuey De Camps; (300)
République Dominicaine;Jimmy Bauer; (302)
2/3/2012;#ILeftYouBecause; (306)
3/3/2012;#DirectionersNeedsZaynSmile; (309)
Inde;Rahul Gandhi; (306)
Espagne;#violenciaestructural; (308)
#FamousLies;Happy Super Tuesday; (316)
27/2/2012;Michel Hazanavicius; (321)
iPad HD;Keep Calm and Carry On; (316)
Italie;#reatifuturi; (322)
27/2/2012;#AllStarGame; (324)
Afrique du Sud;ANC; (323)
Benezuela;#YoQueCulpaAsiEsLavidaDelPobre; (300)
Colombie;#YoQueCulpaAsiEsLavidaDelPobre; (324)
République Dominicaine;#ElQueEsFeo; (323)
Nigéria;IJN; (326)
#BestDressed;Emma Stone; (327)
27/2/2012;#BestDressed; (329)
Haydee Aranda;El Tunche; (330)
#TipicasMentiras;Haydee Aranda; (330)
Kony;Haydee Aranda; (330)
Pérou;Haydee Aranda; (329)
#stopkony;Haydee Aranda; (330)
#TipicasMentiras;El Tunche; (330)
Kony;El Tunche; (330)
Pérou;El Tunche; (329)
#stopkony;El Tunche; (330)
Anonymous Başbakanlığa;Ermenistan Eurovision; (302)
Turquie;Ermenistan Eurovision; (301)
Colombie;Benezuela; (324)
Julie Anne Magalona;JuliElmo JustOneSummer; (302)
Philippines;JuliElmo JustOneSummer; (328)
#stopkony;JuliElmo JustOneSummer; (303)
Afrique du Sud;#cosatumarch; (334)
Turquie;Anonymous Başbakanlığa; (332)
28/2/2012;#tinyaskliam; (338)
Justin is 17;Leap Day; (315)
2/3/2012;Jonas Dominate The World; (338)
Inde;Saving Face; (311)
Italie;Val di Susa; (340)
Pérou;Antauro Humala; (341)
3/3/2012;#18MillionsBeliebers; (344)
#ilovemyfriendsbecause;#FamousLies; (314)
28/2/2012;#iftwitterdoesntexist; (346)
5/3/2012;Is A Good Friend; (348)
République Dominicaine;Pitbull; (346)
#SometimesYouHaveTo;Everyone Smokes; (314)
5/3/2012;Everyone Smokes; (349)
Afrique du Sud;Velvet Sky; (350)
Italie;Luca Abbà; (351)
Colombie;#EL_CHOCÓ_NECESITA_PAZ; (351)
République Dominicaine;Sii; (347)
Invisible Children;Julie Anne Magalona; (305)
Philippines;Julie Anne Magalona; (351)
#stopkony;Julie Anne Magalona; (349)
3/3/2012;Liverpool vs Arsenal; (356)
4/3/2012;Beliebers Can't Wait For Boyfriend; (356)
Nigéria;Jos; (359)
#SiElOscarFueraEnColombia;Tom Cruise; (305)
Octavia Spencer;#SiElOscarFueraEnColombia; (300)
Meryl Streep;#SiElOscarFueraEnColombia; (300)
Colombie;#SiElOscarFueraEnColombia; (361)
3/3/2012;Bustin Drew Jieber; (364)
Kony;#TipicasMentiras; (338)
Pérou;#TipicasMentiras; (329)
#stopkony;#TipicasMentiras; (353)
iOS 5.1;The New iPad; (302)
Afrique du Sud;#designindaba; (375)
République Dominicaine;BBM; (302)
#FamousLies;AC Milan; (373)
Colombie;Col; (376)
3/3/2012;#FirstTimeISmoked; (380)
#ASOT550;2/3/2012; (346)
#SoyDeLaGeneracion;3/3/2012; (314)
République Dominicaine;La Materialista; (382)
#WhatIMissMost;Lazy Sunday; (335)
4/3/2012;Lazy Sunday; (364)
Nigéria;Fly Away; (390)
Nigéria;Lagos; (395)
De Gea;Ashley Young; (354)
De Gea;#10beautifulpeopleifollow; (327)
Octavia Spencer;Cameron Diaz; (306)
27/2/2012;Cameron Diaz; (405)
Pérou;Lima; (405)
Australie;Bob Carr; (393)
4/3/2012;Emma Perfect Watson; (367)
#stopkony;Apple TV; (376)
#Its2012WhyYouStill;#IUsedToWonder; (395)
#itsTimeForYouToRealize;#worldbookday; (376)
3/3/2012;Anfield; (397)
Verify Beliebers;Jean Giraud; (310)
10/3/2012;Jean Giraud; (421)
République Dominicaine;PLD; (438)
LRA;Action Kit; (416)
Action Kit;#IfIHadThePower; (321)
Uganda;Action Kit; (427)
#stopkony;Action Kit; (373)
7/3/2012;Action Kit; (430)
Vladimir Putin;Espanyol; (304)
#10beautifulpeopleifollow;Espanyol; (398)
Espanyol;5/3/2012; (355)
#20CosasQueAmo;3/3/2012; (392)
Google Play;Android Market; (364)
Android Market;7/3/2012; (331)
République Dominicaine;Siii; (320)
Nigéria;ATM; (454)
#iReallyHateWhen;Sydney Dalton; (330)
Beliebers and Directioners;Sydney Dalton; (455)
11/3/2012;Sydney Dalton; (457)
#WaysToGetOffThePhone;#WhatIMissMost; (348)
4/3/2012;#WaysToGetOffThePhone; (454)
5/3/2012;Halo 4; (472)
Nigerians;South Africans; (384)
Nigéria;South Africans; (472)
#NoConfioEn;Dr. Sheldon Cooper; (374)
Colombie;#NoConfioEn; (304)
2/3/2012;#NoConfioEn; (341)
République Dominicaine;Santiago; (474)
10/3/2012;#SiLaVidaFueraJusta; (457)
#WhatIMissMost;Justin is Bieberizing; (332)
Justin is Bieberizing;#10beautifulpeopleifollow; (372)
4/3/2012;Justin is Bieberizing; (399)
#iReallyHateWhen;Beliebers and Directioners; (426)
11/3/2012;#iReallyHateWhen; (483)
Angelina Jolie;28/2/2012; (362)
Angelina Jolie;#myweakness; (317)
The Artist;Happy Dominican Independence Day; (316)
27/2/2012;Happy Dominican Independence Day; (349)
Mass Effect 3;#ThingsThatPissGirlsOff; (404)
Mass Effect 3;iPad HD; (356)
Mass Effect 3;#FamousLies; (401)
Mass Effect 3;6/3/2012; (336)
#stopkony;Happy Holi; (317)
Afrique du Sud;Cape Town; (486)
Scott Parker;#18MillionBeliebersForJustinsBirthday; (315)
29/2/2012;#18MillionBeliebersForJustinsBirthday; (320)
Emma Stone;Tina Fey; (406)
#Oscars;Tina Fey; (488)
27/2/2012;Tina Fey; (498)
7/3/2012;Beach House; (493)
Chelsea;AVB; (310)
Chelsea;4/3/2012; (387)
#SometimesYouHaveTo;#SongsThatWillAlwaysBump; (497)
5/3/2012;#SongsThatWillAlwaysBump; (515)
#WhatIMissMost;#10ThingsIShouldHaveSaid; (347)
4/3/2012;#10ThingsIShouldHaveSaid; (515)
3/3/2012;#AtJustinsParty; (524)
Liverpool;3/3/2012; (307)
3/3/2012;Justin and Selena; (528)
#stopkony;Tim Cook; (387)
7/3/2012;Tim Cook; (358)
République Dominicaine;Justin Bieber; (342)
#BadFirstDateQuestions;1/3/2012; (443)
Nigéria;Nigerians; (535)
10/3/2012;Moebius; (530)
För;Varför; (383)
Håller;Varför; (367)
Härligt;Varför; (473)
Låter;Varför; (545)
Suède;Varför; (546)
26/2/2012;Beliebers Love You Kidrauhl; (447)
#PalabrasQueOdio;#Mis10PeliculasFavoritaSon; (362)
#Mis10PeliculasFavoritaSon;4/3/2012; (494)
#KONY2012;7/3/2012; (454)
För;Tänkte; (307)
Håller;Tänkte; (420)
Härligt;Tänkte; (475)
Låter;Tänkte; (532)
Suède;Tänkte; (553)
9/3/2012;Happy Birthday Shannon Leto; (489)
R.I.P Rowan Atkinson;The World Wants Believe Tour; (309)
#ThingsPeopleHaveToStopDoing;The World Wants Believe Tour; (386)
26/2/2012;The World Wants Believe Tour; (431)
#ThingsPeopleHaveToStopDoing;R.I.P Rowan Atkinson; (358)
26/2/2012;R.I.P Rowan Atkinson; (549)
#Its2012WhyYouStill;#classicblackmovie; (349)
29/2/2012;#classicblackmovie; (328)
Nigéria;NYSC; (574)
West Brom;AVB; (309)
RVP;West Brom; (301)
Van Persie;West Brom; (305)
3/3/2012;West Brom; (313)
Peyton Manning;Uganda; (448)
Peyton Manning;Invisible Children; (310)
Peyton Manning;#stopkony; (344)
Peyton Manning;7/3/2012; (479)
Dr. Sheldon Cooper;iOS 6; (340)
iOS 6;3/3/2012; (412)
#ghettotranslations;#ThingsNotTodoAfterAbreakup; (483)
10/3/2012;#ghettotranslations; (549)
Kirk Cameron;4/3/2012; (338)
National Bieber Day;Beliebers Bday Sex; (380)
Justin is OFFICIALLY 18;National Bieber Day; (325)
Dear March;National Bieber Day; (332)
He's 18;National Bieber Day; (330)
1/3/2012;National Bieber Day; (594)
New iPad;Happy International Women's Day; (323)
Uganda;New iPad; (302)
New iPad;8/3/2012; (468)
Invisible Children;New iPad; (486)
New iPad;iOS 5.1; (526)
#stopkony;New iPad; (393)
#AcademyAwards;Sandra Bullock; (331)
Billy Crystal;#AcademyAwards; (305)
Octavia Spencer;#AcademyAwards; (359)
#Oscars;#AcademyAwards; (366)
27/2/2012;#AcademyAwards; (523)
Draw Something;The Devil Inside; (572)
Singapour;The Devil Inside; (580)
Canada;eBay; (604)
Ashley Young;Di Matteo; (324)
Ashley Young;#10beautifulpeopleifollow; (527)
Ashley Young;4/3/2012; (430)
Emma Stone;Gwyneth Paltrow; (488)
#Oscars;Gwyneth Paltrow; (314)
Turquie;Gwyneth Paltrow; (336)
27/2/2012;Gwyneth Paltrow; (526)
No One Does It Better;#middlefingerup; (437)
#SometimesYouHaveTo;No One Does It Better; (524)
5/3/2012;No One Does It Better; (618)
Emma Stone;#gifiles; (349)
27/2/2012;#gifiles; (448)
England;Windows 8; (330)
Scott Parker;England; (544)
#Its2012WhyYouStill;England; (482)
Nigéria;England; (402)
England;1/3/2012; (373)
Inde;Paan Singh Tomar; (627)
Förstår;Känns; (330)
Håller;Känns; (530)
Härligt;Känns; (440)
Låter;Känns; (593)
Suède;Känns; (634)
Bienvenido Marzo;Marzo con M; (412)
Bienvenido Marzo;He's 18; (403)
1/3/2012;Bienvenido Marzo; (454)
#SinceImBeingHonest;Happy Birthday Dr. Seuss; (394)
2/3/2012;Happy Birthday Dr. Seuss; (382)
Sacha Baron Cohen;Ryan Seacrest; (433)
Emma Stone;Ryan Seacrest; (332)
Billy Crystal;Ryan Seacrest; (322)
Ryan Seacrest;Meryl Streep; (344)
#Oscars;Ryan Seacrest; (470)
Afrique du Sud;Ryan Seacrest; (309)
The Artist;Ryan Seacrest; (306)
Ryan Seacrest;#myweakness; (409)
27/2/2012;Ryan Seacrest; (511)
Davy Jones;Justin is 18; (358)
1/3/2012;Justin is 18; (655)
#RTÜKİNATBUAKŞAMOKANBAYÜLGENİZLİYORUZ;4/3/2012; (651)
#iWannaGiveAShoutoutTo;#TheThingsIHateMost; (462)
28/2/2012;#TheThingsIHateMost; (647)
République Dominicaine;Santo Domingo; (660)
Meryl Streep;Nokia 808 PureView; (311)
The Artist;Nokia 808 PureView; (333)
#myweakness;Nokia 808 PureView; (433)
27/2/2012;Nokia 808 PureView; (433)
Ralph McQuarrie;#WhatIMissMost; (469)
4/3/2012;Ralph McQuarrie; (628)
#IBetSomebodyOnMyTL;#OneThingYouShouldntDo; (350)
Meryl Streep;#IBetSomebodyOnMyTL; (499)
The Artist;#IBetSomebodyOnMyTL; (454)
#myweakness;#IBetSomebodyOnMyTL; (668)
27/2/2012;#IBetSomebodyOnMyTL; (448)
Ohio;Google Play; (378)
Ohio;#stopkony; (318)
Ohio;7/3/2012; (590)
Håller;Förstår; (607)
Härligt;Förstår; (525)
Låter;Förstår; (633)
Suède;Förstår; (680)
11/3/2012;Beliebers and Directioners; (687)
Girl Gone Wild;28/2/2012; (413)
Verify Beliebers;Boyfriend Will Be Perfect; (454)
10/3/2012;Boyfriend Will Be Perfect; (687)
Dr. Sheldon Cooper;Happy Birthday Jon Bon Jovi; (427)
2/3/2012;Happy Birthday Jon Bon Jovi; (460)
#PalabrasQueOdio;4/3/2012; (407)
Raspberry Pi;James Murdoch; (328)
Scott Parker;James Murdoch; (341)
29/2/2012;James Murdoch; (411)
#Its2012WhyYouStill;Happy Leap Day; (505)
29/2/2012;Happy Leap Day; (547)
Nigéria;uRT; (714)
Chris Rock;A Separation; (453)
A Separation;Tom Cruise; (434)
Sandra Bullock;A Separation; (469)
Octavia Spencer;A Separation; (640)
#Oscars;A Separation; (661)
Pérou;A Separation; (340)
27/2/2012;A Separation; (601)
Di Matteo;#10beautifulpeopleifollow; (434)
4/3/2012;Di Matteo; (586)
iPhoto;Happy International Women's Day; (393)
iPhoto;8/3/2012; (474)
iOS 5.1;iPhoto; (481)
#stopkony;iPhoto; (323)
Rush Limbaugh;#SinceImBeingHonest; (408)
États-Unis;Rush Limbaugh; (353)
Rush Limbaugh;3/3/2012; (319)
Gabriel García Márquez;6/3/2012; (452)
Gracias Dios;PRD; (322)
République Dominicaine;PRD; (737)
Pays-Bas;Dank; (741)
Happy Platypus Day;#WhyShouldI; (362)
3/3/2012;Happy Platypus Day; (515)
Chris Rock;Tom Cruise; (441)
Sandra Bullock;Chris Rock; (562)
Emma Stone;Chris Rock; (410)
Octavia Spencer;Chris Rock; (703)
#Oscars;Chris Rock; (603)
Pérou;Chris Rock; (343)
27/2/2012;Chris Rock; (635)
Stratfor;R U Mine; (322)
R U Mine;28/2/2012; (305)
#myweakness;R U Mine; (427)
27/2/2012;R U Mine; (449)
Justin is OFFICIALLY 18;Beliebers Bday Sex; (392)
Dear March;Beliebers Bday Sex; (372)
#itsTimeForYouToRealize;Beliebers Bday Sex; (361)
He's 18;Beliebers Bday Sex; (405)
1/3/2012;Beliebers Bday Sex; (760)
Gracias Dios;Buen Dia; (473)
République Dominicaine;Gracias Dios; (758)
3/3/2012;#DontYouHateWhen; (766)
10/3/2012;#ThingsNotTodoAfterAbreakup; (701)
28/2/2012;#iWannaGiveAShoutoutTo; (756)
Dr. Sheldon Cooper;Today is Friday; (406)
2/3/2012;Today is Friday; (677)
Angelina Jolie's;#OneThingYouShouldntDo; (328)
Jean Dujardin;Angelina Jolie's; (346)
Billy Crystal;Angelina Jolie's; (347)
Meryl Streep;Angelina Jolie's; (392)
Angelina Jolie's;28/2/2012; (333)
#myweakness;Angelina Jolie's; (705)
27/2/2012;Angelina Jolie's; (440)
Despicable Me 2;#1ThingAboutMySelf; (365)
Despicable Me 2;#SinceImBeingHonest; (345)
Draw Something;Despicable Me 2; (345)
Singapour;Despicable Me 2; (311)
Despicable Me 2;2/3/2012; (651)
#ThingsPeopleHaveToStopDoing;#10thingsIloveaboutyou; (504)
26/2/2012;#10thingsIloveaboutyou; (591)
#SinceImBeingHonest;#IHateThatFeeling; (501)
#IHateThatFeeling;3/3/2012; (690)
Davy Jones;The Monkees; (575)
The Monkees;1/3/2012; (606)
#mycrazyobsession;9/3/2012; (473)
République Dominicaine;Buen Dia; (785)
#10beautifulpeopleifollow;Vladimir Putin; (544)
Vladimir Putin;5/3/2012; (533)
Tyvärr;Självklart; (386)
För;Självklart; (434)
Håller;Självklart; (544)
Härligt;Självklart; (599)
Låter;Självklart; (791)
Suède;Självklart; (799)
Draw Something;John Carter; (372)
John Carter;10/3/2012; (439)
Singapour;John Carter; (361)
iPad 3;#stopkony; (340)
iPad 3;7/3/2012; (332)
#ThingsPeopleHaveToStopDoing;Cardiff; (631)
26/2/2012;Cardiff; (494)
Cardiff;27/2/2012; (313)
Pérou;Maribel Velarde; (810)
#WhatIMissMost;#MyHeartDropsWhen; (546)
4/3/2012;#MyHeartDropsWhen; (710)
#WhyShouldI;AVB; (319)
3/3/2012;#WhyShouldI; (403)
#WhyShouldI;4/3/2012; (433)
Verify Beliebers;GazettE DECADE; (491)
10/3/2012;GazettE DECADE; (827)
iPhone;Facebook; (430)
Draw Something;Facebook; (319)
Singapour;Facebook; (320)
#iLoveWhenYou;My Crazy Obsession; (640)
Happy International Women's Day;My Crazy Obsession; (737)
Uganda;My Crazy Obsession; (333)
8/3/2012;My Crazy Obsession; (770)
Invisible Children;My Crazy Obsession; (596)
iOS 5.1;My Crazy Obsession; (540)
#stopkony;My Crazy Obsession; (741)
Nigéria;AVB; (368)
AVB;4/3/2012; (510)
#ThingsThatPissGirlsOff;Keep Calm And Be Fearless; (450)
iPad HD;Keep Calm And Be Fearless; (599)
Terra Nova;Keep Calm And Be Fearless; (463)
#FamousLies;Keep Calm And Be Fearless; (595)
6/3/2012;Keep Calm And Be Fearless; (616)
Christopher Plummer;Sandra Bullock; (369)
Jean Dujardin;Christopher Plummer; (325)
Emma Stone;Christopher Plummer; (357)
Billy Crystal;Christopher Plummer; (610)
Octavia Spencer;Christopher Plummer; (438)
Christopher Plummer;Meryl Streep; (322)
#Oscars;Christopher Plummer; (628)
Christopher Plummer;#myweakness; (315)
27/2/2012;Christopher Plummer; (819)
Emma Stone;Sacha Baron Cohen; (503)
Billy Crystal;Sacha Baron Cohen; (355)
Sacha Baron Cohen;Meryl Streep; (331)
#Oscars;Sacha Baron Cohen; (353)
Afrique du Sud;Sacha Baron Cohen; (300)
The Artist;Sacha Baron Cohen; (368)
Sacha Baron Cohen;#myweakness; (549)
27/2/2012;Sacha Baron Cohen; (609)
Sandra Bullock;Tom Cruise; (422)
Octavia Spencer;Tom Cruise; (602)
Meryl Streep;Tom Cruise; (469)
#Oscars;Tom Cruise; (530)
Colombie;Tom Cruise; (330)
Pérou;Tom Cruise; (356)
The Artist;Tom Cruise; (310)
Tom Cruise;28/2/2012; (324)
27/2/2012;Tom Cruise; (521)
Happy Birthday Kidrauhl;Marzo con M; (374)
Marzo con M;He's 18; (424)
Colombie;Marzo con M; (308)
Marzo con M;2/3/2012; (400)
1/3/2012;Marzo con M; (449)
Scott Parker;Raspberry Pi; (396)
#Its2012WhyYouStill;Raspberry Pi; (384)
Justin is 17;Raspberry Pi; (376)
29/2/2012;Raspberry Pi; (713)
#YoTuveUnProfeQue;Dr. Sheldon Cooper; (410)
Pérou;#YoTuveUnProfeQue; (304)
République Dominicaine;#YoTuveUnProfeQue; (300)
2/3/2012;#YoTuveUnProfeQue; (664)
LRA;#IfIHadThePower; (586)
LRA;#iLoveWhenYou; (477)
Uganda;LRA; (911)
Invisible Children;LRA; (622)
#stopkony;LRA; (786)
7/3/2012;LRA; (821)
Happy Birthday Kidrauhl;Justin is OFFICIALLY 18; (359)
Justin is OFFICIALLY 18;#itsTimeForYouToRealize; (338)
Justin is OFFICIALLY 18;He's 18; (374)
1/3/2012;Justin is OFFICIALLY 18; (931)
2/3/2012;#ThingsThatILoveInLife; (915)
Van Persie;RVP; (822)
#ThingsPeopleHaveToStopDoing;RVP; (385)
Afrique du Sud;RVP; (311)
RVP;3/3/2012; (366)
Google Play;#facebookdown; (377)
#stopkony;#facebookdown; (513)
7/3/2012;#facebookdown; (838)
#10CosasQueLasChicasAman;Feliz 29; (719)
Justin is 17;Feliz 29; (752)
Pérou;Feliz 29; (320)
29/2/2012;Feliz 29; (647)
Feliz 29;1/3/2012; (332)
#WhatIMissMost;Omegle; (650)
Omegle;#10beautifulpeopleifollow; (344)
4/3/2012;Omegle; (886)
#SometimesYouHaveTo;#middlefingerup; (879)
5/3/2012;#middlefingerup; (1012)
Tyvärr;För; (434)
Håller;Tyvärr; (735)
Härligt;Tyvärr; (757)
Låter;Tyvärr; (1004)
Suède;Tyvärr; (1030)
10/3/2012;Verify Beliebers; (1058)
Meryl Streep;#OneThingYouShouldntDo; (633)
The Artist;#OneThingYouShouldntDo; (507)
#OneThingYouShouldntDo;28/2/2012; (319)
#myweakness;#OneThingYouShouldntDo; (991)
27/2/2012;#OneThingYouShouldntDo; (744)
Afrique du Sud;Sri Lanka; (347)
Australie;Sri Lanka; (530)
Justin is 17;#10CosasQueLasChicasAman; (583)
Pérou;#10CosasQueLasChicasAman; (375)
29/2/2012;#10CosasQueLasChicasAman; (600)
#10CosasQueLasChicasAman;1/3/2012; (491)
Draw Something;iPhone; (542)
